,기준뉴스문장,임계치문장,코사인유사도,클러스터갯수
2864,문재인 대통령 지지율 역대 최저 34.1%,문재인 대통령 신축년 메시지 국민이 희망이고 자랑입니다,0.7004232529821947,113
6012,삼성준법감시위 이달말 삼성 CEO들 면담…감시·조사활동도 강화,애플 아이폰12 두 달 성적 1년 판매한 삼성 앞질렀다,0.7004234276432927,15
6119,애플 아이폰12 두 달 성적 1년 판매한 삼성 앞질렀다,삼성준법감시위 이달말 삼성 CEO들 면담…감시·조사활동도 강화,0.7004234276432927,13
2225,국립묘지 찾은 국무위원들,현충원 참배 나선 문재인 대통령,0.7004242014857273,76
2708,사회적 거리두기 조치 문건 사전 유출 정부 경찰청에 수사 의뢰,한수원 정부에 신한울 3·4호기 허가 연장 요청,0.7004243609895605,47
7040,한수원 정부에 신한울 3·4호기 허가 연장 요청,사회적 거리두기 조치 문건 사전 유출 정부 경찰청에 수사 의뢰,0.7004243609895605,53
3325,고양서 집단감염 요양병원 관련 7명 등 31명 확진,새해 첫날 강원 신규 확진 26명…교회·병원발 등 감염 지속 종합,0.7004244619770108,467
2810,유승민 양부모 학대로 숨진 정인이…재발 방지가 진정한 개혁,유승민 구치소 방치…문 정부 세월호 선장과 뭐가 다른가,0.7004259496789919,34
2010,유승민 구치소 방치…문 정부 세월호 선장과 뭐가 다른가,유승민 양부모 학대로 숨진 정인이…재발 방지가 진정한 개혁,0.7004259496789919,49
3341,충남 ‘학교 방역’ 지원인력 17개 시도 중 하위권,수소차 소재 등 60개 품목 할당 관세,0.7004264648059163,14
8053,수소차 소재 등 60개 품목 할당 관세,충남 ‘학교 방역’ 지원인력 17개 시도 중 하위권,0.7004264648059163,28
2080,정세균 총리 동부구치소 현장점검,정세균 총리 “의사 국시 재시험은 국민 이익을 위한 것”,0.7004265042319169,192
2077,동부구치소 현장점검하는 정세균 총리,정세균 총리 “의사 국시 재시험은 국민 이익을 위한 것”,0.7004265042319169,192
2478,이낙연 “적절한 시기 이명박 박근혜 사면 건의”…갑론을박,김종인 사면은 대통령 고유권한,0.7004284272616409,334
4950,동해안 최북단 등대 일출,포항시 신축년 호미곶 일출 언택트 중계,0.700428678715468,122
4021,포항시 신축년 호미곶 일출 언택트 중계,동해안 최북단 등대 일출,0.700428678715468,130
6279,최태원 신년사에서 이탈리아 출신 김하종 신부 언급한 이유는,최태원 SK 회장 새로운 기업가 정신 필요한 때,0.7004286863794975,31
6218,최태원 SK 회장 새로운 기업가 정신 필요한 때,최태원 신년사에서 이탈리아 출신 김하종 신부 언급한 이유는,0.7004286863794975,45
6331,예술인 고용보험료 80% 정부가 지원한다,올해 농업인 25만명에 국민연금 월 최대 4만5000원 지원,0.7004308238587293,39
5818,주말거리에서는확진자 900명대 정체…이번 주말 3단계 격상할까,서울서 코로나19 359명 신규 확진…17일 연속 300명대,0.7004309693152013,36
6281,11월 면세점 내국인 매출 712억원…대부분 제주 지정면세점,우리나라 12월 수출 12.6% 증가…작년 연간으로는 5.4%↓,0.700431177219885,23
6631,우리나라 12월 수출 12.6% 증가…작년 연간으로는 5.4%↓,11월 면세점 내국인 매출 712억원…대부분 제주 지정면세점,0.700431177219885,125
253,정 총리 지금은 대선주자라기보다 총리…한 눈 팔면 안 된다,정세균 총리 동부구치소 현장 방문,0.700431266002436,118
1988,정세균 총리 동부구치소 현장 방문,정 총리 지금은 대선주자라기보다 총리…한 눈 팔면 안 된다,0.700431266002436,241
6768,다이어트 공부 새해 목표 세웠다면 유용할 5가지 앱,신축년 달라지는 10가지 영사 서비스…새 영사조력법 시행 재외국민 안정 지원,0.7004316274769805,8
2502,신축년 달라지는 10가지 영사 서비스…새 영사조력법 시행 재외국민 안정 지원,다이어트 공부 새해 목표 세웠다면 유용할 5가지 앱,0.7004316274769805,30
5761,전광훈 석방되자마자 대통령 비난 3·1절 국민대회 열겠다,靑 文대통령 동부구치소 특별대책 수차례 지시,0.700431644083156,72
2779,靑 文대통령 동부구치소 특별대책 수차례 지시,전광훈 석방되자마자 대통령 비난 3·1절 국민대회 열겠다,0.700431644083156,71
863,안철수 이낙연 MB·朴 사면 언급에…국민적 공감대가 중요,신년사 이낙연 민주당 대표 사회갈등 완화 국민통합 이루겠다,0.7004320885760171,361
453,문재인 대통령 신축년 첫날 군사대비태세 점검,문 대통령 “모두가 코로나로부터 자유로워질 때까지 황소걸음”,0.7004323924242979,189
6435,지난해 12월 수출 12.6%↑…연간으로는 5.4%↓,속보작년 수출 5.4% 감소…4년 연속 5000억불 돌파,0.7004327856239659,139
1866,野 전직 대통령 사면론에 환영 잇따라,NEWSVIEW 선거 D95… 與 ‘박근혜 사면’ 꺼냈다,0.7004328703247379,203
2937,속보 요양병원 코호트 격리 근본적 개선…비접촉자 신속히 전원,청주 보육교사 관련 괴산서 1명 확진…누적 66명,0.7004331723117767,82
1087,김일성광장에서 펼쳐진 북한 신년경축공연,평양 상공의 신년 축하 불꽃놀이,0.7004333980037788,67
1124,평양 상공의 신년 축하 불꽃놀이,김일성광장에서 펼쳐진 북한 신년경축공연,0.7004333980037788,75
1163,윤희숙 여당 인사들 그날 연호 운동권 학생 때나 허용되는 것,새해 첫날 여당 대표가 꺼내든 ‘박근혜ㆍ이명박 사면론’,0.700435111682829,7
2110,그래픽서울시민 10명 중 7명 文정부 부동산 정책 잘못,뉴시스 여론조사서울시민 과반 서울시 코로나19 대응에 잘못한다,0.7004354597517631,23
2528,뉴시스 여론조사서울시민 과반 서울시 코로나19 대응에 잘못한다,그래픽서울시민 10명 중 7명 文정부 부동산 정책 잘못,0.7004354597517631,22
8325,롯데케미칼 3년간 5000억원 안전환경부문 집중투자,한국철도 독거노인 등에 1억원 상당 방한물품 후원,0.7004364468808791,10
7131,한국철도 독거노인 등에 1억원 상당 방한물품 후원,롯데케미칼 3년간 5000억원 안전환경부문 집중투자,0.7004364468808791,9
314,이낙연 MB·朴 사면 건의할 것…與 우상호 적절치 않다,정청래 佛은 나치 부역자 끝까지 처벌…5가지 사면 반대론,0.700436690553512,375
109,정청래 佛은 나치 부역자 끝까지 처벌…5가지 사면 반대론,이낙연 MB·朴 사면 건의할 것…與 우상호 적절치 않다,0.700436690553512,91
893,이낙연 朴·李 사면 건의…안철수 선거에 이용하려는 시도,이낙연발 사면론 효과 있을까 DJ 생각나 vs. 그때와 달라,0.7004367196223393,340
2492,이낙연발 사면론 효과 있을까 DJ 생각나 vs. 그때와 달라,이낙연 朴·李 사면 건의…안철수 선거에 이용하려는 시도,0.7004367196223393,48
915,긍정 44.7% vs 부정 48.1%…윤석열 정계진출에 찬반 팽팽,윤석열 대권 선호도 첫 30%대… ‘오차범위 밖’ 1위,0.7004371188447897,46
2121,박형준 이명박·박근혜 사면 환영···극단적 분열 정치 끝내자,우상호 전직 대통령 사면 반대…시기·내용적으로 부적절,0.7004373577514523,134
2081,박형준 文 전직 대통령 사면하길..과거 딛고 미래로,김종인 “이명박·박근혜 사면 건의 처음 듣는 얘기”,0.7004388975151677,218
3424,인천 신규 확진자 83명…종교시설 집단감염 10명 늘어,제주 강정 공동시설 3명 확진...지역 주민 접촉 우려,0.7004391493442196,474
3506,제주 강정 공동시설 3명 확진...지역 주민 접촉 우려,인천 신규 확진자 83명…종교시설 집단감염 10명 늘어,0.7004391493442196,116
4350,코로나 확진자 1000명대… 외국인 입국자 음성확인서 의무화,조마조마한 1천 명대…내일 거리두기 재연장,0.7004394909991271,102
3279,조마조마한 1천 명대…내일 거리두기 재연장,코로나 확진자 1000명대… 외국인 입국자 음성확인서 의무화,0.7004394909991271,91
2564,이낙연 대선승리 위한 MB·朴 사면 반대..靑청원 부글,장제원 “이명박·박근혜 이낙연에 우롱 당해”,0.7004396229370836,207
2570,“이낙연의 대선승리 위한 ‘李·朴 사면’ 반대합니다”,장제원 “이명박·박근혜 이낙연에 우롱 당해”,0.7004396229370836,207
173,전두환 사면 YS에 건의한 DJ 닮은듯 다른 이낙연 사면론,민주 李·朴사면 당사자 반성이 중요…당원 뜻 존중종합,0.7004397945622242,343
2834,민주 李·朴사면 당사자 반성이 중요…당원 뜻 존중종합,전두환 사면 YS에 건의한 DJ 닮은듯 다른 이낙연 사면론,0.7004397945622242,157
3466,서울동부구치소 수용자 13명·직원 1명 추가…누적 937명,광주서 3일만에 두 자릿수 확진...누적 1098명,0.7004406648529081,382
4933,방명록 쓰는 서정협 서울시장 권한대행,서울시장은 ‘3강 구도’…박영선 vs 안철수 vs 나경원,0.7004423513907927,101
3896,집값 안정이 최우선 과제,文대통령 새해 하산할까 정상 오를까…국민통합은 과제,0.7004425085076192,16
3467,집단감염지서 14명 추가…인천 1일 하루 68명 확진종합,제주 강정 공동시설 3명 확진...지역 주민 접촉 우려,0.7004427086050442,466
5418,코로나19 신규확진 1천29명 다시 1천명대…사망자 17명 늘어종합,전주서 자가격리 중 2명 코로나19 확진...전북 누적 852명,0.7004428333955723,248
3143,전주서 자가격리 중 2명 코로나19 확진...전북 누적 852명,코로나19 신규확진 1천29명 다시 1천명대…사망자 17명 늘어종합,0.7004428333955723,438
1549,민주당 2020년 빛과 어둠 교차한 격동의 한 해,통합의 해 vs 근본 바꿔야...전직 대통령 사면 논란 재점화,0.7004439871223699,23
3498,제주도 새해 첫날 9명 신규 확진…누적 430명,확진자 발생 서울 동작구 산후조리원 산모·아기 전원 음성,0.700444076782685,482
1345,안철수 야권 1위 올랐는데···김종인 어느 특정인 어찌 선 긋나,신년 여론조사與 박영선17.9%野 안철수28.5% 선두…여야 통틀어 안철수 최다 지지,0.7004442933898989,38
5176,대구 교회·의료기관·복지시설 등서 43명 확진…5명은 경로불분명,충주 연수동 교회 관련 10명째 확진…목사 일가족·신도 등,0.7004447902801108,326
3419,충주 연수동 교회 관련 10명째 확진…목사 일가족·신도 등,대구 교회·의료기관·복지시설 등서 43명 확진…5명은 경로불분명,0.7004447902801108,244
3131,새해 첫날 강릉 사천진 해변서 30대 숨져,영월 김삿갓면 주택 화재…70세 남성 숨져,0.7004450716613405,25
3974,영월 김삿갓면 주택 화재…70세 남성 숨져,새해 첫날 강릉 사천진 해변서 30대 숨져,0.7004450716613405,39
1636,신년사박병석 의장 국민 소중한 일상 되찾도록 최선의 노력 다할 것,문재인 신년사 느릿느릿 걸어도 황소걸음 우리 일상 되찾겠다,0.7004455342268155,79
564,문재인 신년사 느릿느릿 걸어도 황소걸음 우리 일상 되찾겠다,신년사박병석 의장 국민 소중한 일상 되찾도록 최선의 노력 다할 것,0.7004455342268155,146
3337,경주 메추리농장 고병원성 AI 확진,확진 뜨자 내가 무슨 확진자냐…행패부린 뒤 달아난 70대,0.7004460812698758,79
3033,확진 뜨자 내가 무슨 확진자냐…행패부린 뒤 달아난 70대,경주 메추리농장서 고병원성AI 확진,0.7004460812698758,23
3727,경주 메추리농장서 고병원성AI 확진,확진 뜨자 내가 무슨 확진자냐…행패부린 뒤 달아난 70대,0.7004460812698758,79
516,추미애 뒤늦은 사과 동부구치소 집단감염 심려 끼쳐 송구,신생아 어쩌나 산후조리원 뚫렸다···새해도 집단감염 속출,0.7004469301758555,118
240,민주당 우상호 두 전 대통령 사면 근거와 시기 모두 부적절,이낙연 이명박·박근혜 사면제의 파문…선거 이용 안돼,0.700448512843891,168
8669,청년내일채움공제 1년 안에도 중도해지 환급금 받는다,금감원 민원 회신·보이스피싱 통지 카톡으로 받는다,0.7004487891609291,12
8452,금감원 민원 회신·보이스피싱 통지 카톡으로 받는다,청년내일채움공제 1년 안에도 중도해지 환급금 받는다,0.7004487891609291,16
4198,새해 첫날 명동거리,신축년 새해 의료진 덕분에,0.7004491721040181,165
4522,신축년 새해 의료진 덕분에,새해 첫날 명동거리,0.7004491721040181,112
5187,신년사 한국제약바이오협회 원희목 회장 글로벌 기업들과 경쟁 가능한 체질 갖추겠다,2021년 신축년… 글로벌 리더 꿈꾸는 넘버원 코리아,0.7004492126202935,44
6955,2021년 신축년… 글로벌 리더 꿈꾸는 넘버원 코리아,신년사 한국제약바이오협회 원희목 회장 글로벌 기업들과 경쟁 가능한 체질 갖추겠다,0.7004492126202935,21
3750,경기 파주 요양원 이용자 포함 13명 코로나19 확진,서울동부구치소서 또다시 131명 무더기 확진,0.7004499355540661,394
3963,노옥희 변화와 혁신으로 새로운 울산교육의 미래 만들겠다,김정은이 신년사 대신 보낸 6문장 친필 서한…北 눈부신 미래 확신,0.7004505214735698,39
2154,김정은이 신년사 대신 보낸 6문장 친필 서한…北 눈부신 미래 확신,노옥희 변화와 혁신으로 새로운 울산교육의 미래 만들겠다,0.7004505214735698,109
7376,강아지 책임비만 5만원 달라더니…막상 가면 60만원 요구…호갱주의보,서울 아파트 3.3㎡당 평균가격 4000만원 돌파,0.7004505827494331,44
7175,노브랜드버거 빠른 확장세…신세계푸드 목표주가 8만원,서울 아파트 3.3㎡당 평균가격 4000만원 돌파,0.7004505827494331,44
6064,3000만원 돌파한 비트코인…7년만에 ETF 나오나,서울 아파트 3.3㎡당 평균가격 4000만원 돌파,0.7004505827494331,44
8557,주52시간에 월급 100만원 줄어…배달알바 내몰리는 중기 직원들,서울 아파트 3.3㎡당 평균가격 4000만원 돌파,0.7004505827494331,44
8226,서울 아파트 3.3㎡당 평균가격 4000만원 돌파,주52시간에 월급 100만원 줄어…배달알바 내몰리는 중기 직원들,0.7004505827494331,33
2686,丁 “앞으로 2주 결정적 시기”…“코로나 정점 지나 확산 저지돼”종합,與 사회적거리두기 2주 연장에…“송구”,0.7004506896888978,16
1884,與 사회적거리두기 2주 연장에…“송구”,丁 “앞으로 2주 결정적 시기”…“코로나 정점 지나 확산 저지돼”종합,0.7004506896888978,13
2192,인사 나누는 추미애 법무부장관,문 대통령 “느릿느릿 걸어도 황소걸음…일상 회복으로 보답” 새해 인사,0.7004513715057814,49
3255,동작구서 확진자 24명 추가…19명은 확진자 접촉 감염,청주 참사랑요양원 3명 숨져…입소자 11명째 치명률 19.4%,0.7004516018142817,465
3476,청주 참사랑요양원 3명 숨져…입소자 11명째 치명률 19.4%,동작구서 확진자 24명 추가…19명은 확진자 접촉 감염,0.7004516018142817,120
746,방명록 적는 김종인 비대위원,서울시장 야권 대표 주자 안철수 고민 깊어지는 국민의힘,0.7004516972804454,246
1383,북한 김정은 새해 맞아 주민들에 친필 서한 발표…신년사 대체2보,김정은 신년사 없이 6문장 친필연하장만,0.700451698213721,131
2555,김정은 신년사 없이 6문장 친필연하장만,북한 김정은 새해 맞아 주민들에 친필 서한 발표…신년사 대체2보,0.700451698213721,77
5503,속보 코로나19 신규 확진자 1029명 다시 1000명대,제주 강정마을 공동생활시설서 확진자 3명 발생,0.7004517624528053,438
5239,그래픽 차기 대선 정권 교체 51.3% vs 유지 38.8%,4월 보궐선거·내년 대선 韓 정치 지형 재편 분수령,0.7004521085033888,28
2774,4월 보궐선거·내년 대선 韓 정치 지형 재편 분수령,그래픽 차기 대선 정권 교체 51.3% vs 유지 38.8%,0.7004521085033888,16
196,“질병청 인력 대폭 늘려”…올해 국가공무원 6450명 선발한다,울산서 일가족 등 인터콥 관련 확진자 6명 추가…누적 89명,0.7004526871379931,68
4462,울산서 일가족 등 인터콥 관련 확진자 6명 추가…누적 89명,“질병청 인력 대폭 늘려”…올해 국가공무원 6450명 선발한다,0.7004526871379931,452
5369,그래픽 국내 코로나19 신규 확진자,어제 1029명 신규확진 ‘또 1000명대’…사망자 17명 늘어,0.7004538124321819,134
8472,코로나 중환자 전담병상 전국 191개…수도권은 85개,경북 7개 시·군서 24명 신규 확진…포항 구룡포 누적 41명,0.7004540621182215,18
5296,경북 7개 시·군서 24명 신규 확진…포항 구룡포 누적 41명,코로나 중환자 전담병상 전국 191개…수도권은 85개,0.7004540621182215,458
4031,포토뉴스경주 남산 2021년 새해 첫 일출 떠올라,신축년 새해 해맞이객들로 북적이는 영일만항,0.7004545130526953,187
4603,코로나19 신규 확진 1029명…사망 17명 늘어,오후 6시 전국서 640명 확진…2일 0시 1000명 육박할 듯,0.7004547420251555,464
2448,르포 새해 맞는 북·중 접경…봉쇄 언제 풀리나,울산 해맞이 명소 폐쇄에 생중계로 맞는 소띠 해,0.7004552001345029,12
6699,1보 12월 수출 12.6%↑…작년 연간으로는 5.4%↓,작년 면세점 매출 반토막…한해 만에 저문 20兆 시대,0.700455911448607,123
7928,작년 면세점 매출 반토막…한해 만에 저문 20兆 시대,1보 12월 수출 12.6%↑…작년 연간으로는 5.4%↓,0.700455911448607,27
3809,박종훈 경남교육감 국립 3·15민주묘지 참배로 새해 시작,국립현충원 참배하는 민생당 이수봉 비상대책위원장,0.7004571057635121,26
728,안철수 대표가 현충원 방명록에 남긴 글,신년 포부 밝히는 이낙연 더불어민주당 대표,0.7004571383066274,249
2713,나경원 100% 시민경선으로 安과 단일화해야…출마 고심중,서울시장 안철수 20.4%·박영선 11.5%…부산시장 박형준 1위,0.7004580359566297,34
1996,서울시장 안철수 20.4%·박영선 11.5%…부산시장 박형준 1위,나경원 100% 시민경선으로 安과 단일화해야…출마 고심중,0.7004580359566297,72
5420,해맞이 차량으로 북적이는 동해안 일출 명소,기도하는 해돋이 관광객,0.7004593155351713,196
5853,기도하는 해돋이 관광객,해맞이 차량으로 북적이는 동해안 일출 명소,0.7004593155351713,68
2484,문 대통령 대한민국이 선도국가로 도약하는 좋은 한 해로 만들자,문 대통령 현충원 참배 국민 일상 되찾고 선도 국가 도약하겠다,0.7004611735537793,50
2287,문 대통령 현충원 참배 국민 일상 되찾고 선도 국가 도약하겠다,문 대통령 대한민국이 선도국가로 도약하는 좋은 한 해로 만들자,0.7004611735537793,270
3555,강원 영월 상동성당 화재,남양주 송라산서 불…3시간 만에 불길 잡아,0.7004614143688759,84
3611,남양주 송라산서 불…3시간 만에 불길 잡아,강원 영월 상동성당 화재,0.7004614143688759,34
5572,구름 사이로 빼꼼 새해 첫 태양,비대면으로 만난 2021년 새해 일출,0.7004615788606658,157
8116,가평·아산·강릉…청약·대출 규제 덜한 아파트 2만3000가구 나온다,마수걸이 분양나선 10대 건설사… 1월 4.5만가구 쏟아낸다,0.7004617823339192,14
8352,마수걸이 분양나선 10대 건설사… 1월 4.5만가구 쏟아낸다,가평·아산·강릉…청약·대출 규제 덜한 아파트 2만3000가구 나온다,0.7004617823339192,11
6245,지난해 5G폰 세계 판매 1위 화웨이 올해 1위 애플…삼성은,중국 전기차 4개월 연속 1위 훙광미니…중국 토종 브랜드에 쫓기는 테슬라,0.7004620855305175,42
6234,중국 전기차 4개월 연속 1위 훙광미니…중국 토종 브랜드에 쫓기는 테슬라,지난해 5G폰 세계 판매 1위 화웨이 올해 1위 애플…삼성은,0.7004620855305175,43
204,朴과 대립각 세웠던 유승민도 두 전직 대통령 사면하라,이낙연 대표의 사면론…여당 내부 반대 의견 이어져,0.7004621347342348,313
897,이낙연 국민 통합 위해 두 전직 대통령 사면 건의할 것,사면론 논의하는 김태년·신동근,0.7004626427022869,364
5300,80일 전투서 북한이 건설한 청년야외극장,휴대전화로 신년경축공연 촬영하는 북한 주민들,0.7004632299721536,87
6586,작년 수출 5.4%...12월은 12.6% 반등,12월 수출 514억 달러 역대급 실적… 무역수지 8개월째 흑자,0.7004636976042083,86
1156,새해 첫 날 현충원 참배하는 박병석 국회의장,김종인 현충원 참배 “이명박·박근혜 사면 처음 듣는 얘기”,0.7004638785626037,302
1528,‘똘똘한 1채’ 등 논란속 2년만에 떠나는 노영민,곧 떠나는 주한 日대사 낙관과 인내로 한일 문제 해결,0.7004639766314245,10
5416,송하진 전북지사 감염 위기 극복 생태문명 시대 준비,3차지원금 지급 준비 착수…코로나 확산 속 세계은행 경제전망,0.7004643325706308,14
6454,새해 첫날 수출 현장 점검 나선 성윤모 장관,국립묘지 찾은 추미애 장관,0.7004651532458847,181
2230,국립묘지 찾은 추미애 장관,새해 첫날 수출 현장 점검 나선 성윤모 장관,0.7004651532458847,120
400,文대통령 새해 첫날 한반도 상공 2시간 비행,공군 항공통제기 탄 문재인 대통령,0.7004660168889855,72
308,올해부터 전상 군경 수당 월 9만원으로 4배 인상,작년에 화끈했던 증시 올해 ‘1월 효과’도 기대,0.700469423974243,31
2167,올해부터 전상군경 수당 월 9만원으로 4배 인상,작년에 화끈했던 증시 올해 ‘1월 효과’도 기대,0.700469423974243,31
7632,작년에 화끈했던 증시 올해 ‘1월 효과’도 기대,올해부터 전상군경 수당 월 9만원으로 4배 인상,0.700469423974243,48
4281,신축년 첫날 바다 감상하는 시민들,신축년 새해 첫 해가 떠올랐소,0.7004695520507759,106
5714,부안군 오리농장서 조류인플루엔자 의심사례 발생,경주 메추리농장서 고병원성AI 확진,0.7004696117935794,61
7437,정세균 “3차유행 제압 시급…고용과 사회안정망 더욱 강화”,신년사 정세균 2021년 소중한 일상 반드시 되찾아 드릴 것,0.7004706573634547,46
2163,박형준 이명박·박근혜 사면 제안 환영…극단적 분열 정치 끝내야xa0,안철수 전 대통령 사면 건의 선거 이용 시도라면 용납 못 해,0.7004709418070456,121
343,14일이면 사면 자격 생긴다…새해 정치권 달구는 ‘박근혜 사면론’,이명박·박근혜 사면론 꺼내든 이낙연 “청와대와 사전 교감 없었다”,0.7004715975149421,252
8653,글로벌 IB가 추천한 5G…투자 적기는,증권거래세율 0.02%P 인하·ISA 계좌 주식 투자 허용,0.7004717308594863,20
7615,증권거래세율 0.02%P 인하·ISA 계좌 주식 투자 허용,글로벌 IB가 추천한 5G…투자 적기는,0.7004717308594863,24
6296,코레일 어려운 어르신들에게 전기난로 등 방한용품 지원,8100억 투입해 고용·국민연금 보험료 80% 지원…수혜 대상은,0.7004717941836406,15
7357,8100억 투입해 고용·국민연금 보험료 80% 지원…수혜 대상은,코레일 어려운 어르신들에게 전기난로 등 방한용품 지원,0.7004717941836406,64
4093,경남 28명 추가 확진…25명이 지역감염종합,경북도 신규 확진 24명…포항 구룡포발 감염 확산,0.7004722289501073,404
3614,경남 35명 추가 확진…대부분 지역감염·일부 해외입국종합2보,경북도 신규 확진 24명…포항 구룡포발 감염 확산,0.7004722289501073,404
2681,여랑야랑청와대의 ‘새해 첫 성적표’  더 바빠진 추미애,“올해도 화물로 버틴다”…아시아나 새해 첫 수출 화물기 띄워,0.7004724704452031,9
6981,낡은규제혁파①암세포 같은 낡은 규제가 한국 경제 혁신 막는다,2021년 세계 경제성장률 5.2%…한국 3.2% 중국 8.2%,0.7004726015114068,14
6283,2021년 세계 경제성장률 5.2%…한국 3.2% 중국 8.2%,낡은규제혁파①암세포 같은 낡은 규제가 한국 경제 혁신 막는다,0.7004726015114068,36
789,안철수 이명박·박근혜 사면 선거이용 용납 못해,여권 이낙연발 사면론에 술렁…친이·친박은 환영,0.7004735321206099,226
3590,경남 하루새 35명 확진…보험·골프·교회 감염고리 확산종합,경북 포항 구룡포 누적 확진자 41명…8일 동안 꾸준히 늘어,0.7004745339563027,425
4815,인하대 화재 학생들 떠나고 10여분 뒤 공대 연구실서 발생,새해 첫날 고속도로 소통 원활…서울부산 4시간 40분,0.7004748575608919,53
4814,새해 첫날 고속도로 소통 원활…서울부산 4시간 40분,인하대 화재 학생들 떠나고 10여분 뒤 공대 연구실서 발생,0.7004748575608919,43
6389,그래픽 연간 수출입 실적,롯데케미칼 등 화학株 실적 전망 줄줄이 상향,0.7004763648952309,87
6091,롯데케미칼 등 화학株 실적 전망 줄줄이 상향,그래픽 연간 수출입 실적,0.7004763648952309,20
2696,민주당내 거센 반발… 李대표 재신임까지 거론,현충탑 나오는 안철수 대표,0.7004775253844558,125
1720,유승민 文 세월호 선장같아...신동근 비교할 걸 비교하라,속보 유승민 MB·朴 사면 적극 동의하고 환영한다,0.7004775673972446,49
1070,평양 지하철 내 소독 사업 나선 북한 노동자,제재 시달리는 북한 중개상들에게 “무기 좀 팔아주오” 박수찬의 軍,0.7004776820040478,19
2432,제재 시달리는 북한 중개상들에게 “무기 좀 팔아주오” 박수찬의 軍,평양 지하철 내 소독 사업 나선 북한 노동자,0.7004776820040478,20
2411,원희룡 전직 대통령 사면 논의 국정운영 전환점 돼야,유승민 “박근혜·이명박 사면 적극 동의·환영”,0.7004780305491972,178
250,유승민 “박근혜·이명박 사면 적극 동의·환영”,원희룡 전직 대통령 사면 논의 국정운영 전환점 돼야,0.7004780305491972,141
7720,주간증시 리뷰기록 또 기록 세운 코스피…2021년 가보지 않은 길 걸을까,울산서 인터콥발 확진자 4명 또 늘어…누적 93명째,0.7004782587470127,18
1586,신축년辛丑年 신년사“지역간 건강한 협업 통해 강원발전 초석 놓을것”,신년사 이석문 교육감 ‘협력·배려·행복’의 제주교육 실현,0.7004784579299284,3
3739,신년사 이석문 교육감 ‘협력·배려·행복’의 제주교육 실현,신축년辛丑年 신년사“지역간 건강한 협업 통해 강원발전 초석 놓을것”,0.7004784579299284,32
1467,이낙연 박근혜·이명박 사면 적절한 시기에 대통령께 건의드릴 것,사면 논의 속도 조절…여론과 당사자 반성 중요,0.7004794238362948,363
1642,2021년 군이 함께 하겠습니다 충성…국방부 신년영상 공개,영상2021년 軍이 국민 여러분과 함께 합니다,0.7004801030425143,34
1609,영상2021년 軍이 국민 여러분과 함께 합니다,2021년 군이 함께 하겠습니다 충성…국방부 신년영상 공개,0.7004801030425143,19
7298,중국 코로나19 확산 지속…베이징·랴오닝 각각 1명·7명 추가 확진,새해 첫날 1029명 확진…1000명 안팎 3차 대유행 지속종합,0.7004840406003743,265
4034,“올해를 행정수도 완성의 새로운 원년으로 만들겠다”,최태원 “새로운 기업가 정신 필요”…신년회 대신 결식 취약계층 지원,0.7004842404492523,26
5235,부산신항 새해 업무 시작...올해 수출량 증가 기대,2021년 모바일·디스플레이 경쟁 치열…차·조선 수요회복 기대,0.7004847078374544,37
7855,맥캘란 40년·50년·60년 한정 수량 판매 ‘레드 컬렉션’ 출시,작년 친환경차 판매 58% 늘었다…하이브리드·전기차 껑충,0.7004864622297889,38
7081,유럽증시 브렉시트·코로나19 우려 속 하락 마감,울산 ‘워라밸’ 지수 전국 최하위…두 단계 하락,0.7004872476840261,15
5023,울산 ‘워라밸’ 지수 전국 최하위…두 단계 하락,유럽증시 브렉시트·코로나19 우려 속 하락 마감,0.7004872476840261,15
2689,한 발 뺀 이낙연…사면논란 이틀만에 봉합 가닥,민주 李·朴사면 당사자 반성이 중요…당원 뜻 존중종합,0.700487326913704,20
7118,전농동 롯데캐슬 한달새 2억3천↑…다시 뜨거워지는 서울 집값,다주택자 많아야 집값 안정된다···文 정부의 패착집슐랭,0.7004874024155392,14
7295,다주택자 많아야 집값 안정된다···文 정부의 패착집슐랭,전농동 롯데캐슬 한달새 2억3천↑…다시 뜨거워지는 서울 집값,0.7004874024155392,17
767,현충원 들어서는 김종인 비대위원장,김종인 이낙연 李 ·朴 사면 건의에 “처음 듣는 이야기,0.7004874408218135,341
2475,백신 대응 팽팽한 민심…공수처 검찰 개혁에 도움,백신 대응 찬반 팽팽한 민심…부동산정책엔 10명 중 7명 쓴소리,0.7004878496931815,20
2173,국무위원들과 인사하는 문 대통령,현충원 참배하기 위해 입장하는 문재인 대통령,0.7004880172041409,220
6277,수출 회복세 ‘뚜렷’…지난해 전체 수출 5.4% 감소,그래픽 연간 수출입 실적,0.7004882714908579,112
5992,수출 회복세 ‘뚜렷’…지난해 전체 수출은 5% 감소,그래픽 연간 수출입 실적,0.7004882714908579,112
1679,왜 사면 건의를 공개적으로…주진형 MB·朴 사면 건의한 이낙연 비판,박형준 이명박·박근혜 사면 제안 환영…극단적 분열 정치 끝내야xa0,0.7004915295384626,353
6274,지난달 수출 12.6% 증가…역대 12월 최고 수출액,베트남 對 미국 수출 626억 달러 흑자..美 환율조작국 지정 빌미 KVINA,0.7004920044916627,125
