,기준뉴스문장,임계치문장,코사인유사도,클러스터갯수
3684,추미애 뒤늦게 SNS로 사과…동부구치소 확진자 945명,기존 확진자 관련 3명·감염경로 미상 1명 추가…광주 누적 1106명,0.7000084558072667,158
260,하태경 여야 합의로 두 전직 대통령 사면 공식 건의하자,이낙연 MB·朴 사면 언급에 야권 처음 듣는다..선거 이용 용납 못해,0.7000085167429437,209
907,이낙연 MB·朴 사면 언급에 야권 처음 듣는다..선거 이용 용납 못해,하태경 여야 합의로 두 전직 대통령 사면 공식 건의하자,0.7000085167429437,211
125,하태경 두 전직 대통령 사면 여야 합의로 공식 건의해야,이낙연 MB·朴 사면 언급에 야권 처음 듣는다..선거 이용 용납 못해,0.7000085167429437,209
7213,환경부 올해부터 하천·하구 쓰레기 강화 사업 확대,나재철 금투협회장 자금공급 강화 과세개선 지원,0.7000086373414863,28
8617,나재철 금투협회장 자금공급 강화 과세개선 지원,환경부 올해부터 하천·하구 쓰레기 강화 사업 확대,0.7000086373414863,21
108,이낙연 “이명박·박근혜 사면 건의”…첫날 ‘승부수’ 던졌다,野 사면론 경계…국정동력 떨어진 與의 선거용 카드,0.7000089206586919,389
41,野 사면론 경계…국정동력 떨어진 與의 선거용 카드,이낙연 “이명박·박근혜 사면 건의”…첫날 ‘승부수’ 던졌다,0.7000089206586919,31
593,중대재해기업처벌법 제정 촉구하는 김종철 대표와 단식농성단,정규재 민주당 2중대 국민의힘으론 정권교체 힘들어,0.700008937639349,119
1352,정규재 민주당 2중대 국민의힘으론 정권교체 힘들어,중대재해기업처벌법 제정 촉구하는 김종철 대표와 단식농성단,0.700008937639349,40
1009,이낙연 이명박·박근혜 사면 건의···野 선거에 이용하면 용납 못해,與 최고위 사면 당사자 반성 중요…이낙연 진영 넘어야종합,0.7000101083153417,352
2940,與 최고위 사면 당사자 반성 중요…이낙연 진영 넘어야종합,이낙연 이명박·박근혜 사면 건의···野 선거에 이용하면 용납 못해,0.7000101083153417,137
470,공군 항공통제기에서 보고받는 문재인 대통령,문 대통령 “느릿느릿 걸어도 황소걸음…일상 회복으로 보답” 새해 인사,0.7000104086302913,173
46,문 대통령 “느릿느릿 걸어도 황소걸음…일상 회복으로 보답” 새해 인사,공군 항공통제기에서 보고받는 문재인 대통령,0.7000104086302913,223
3701,동부구치소 재소자 확진 접촉자와 목욕에도 검사 안해줘…난장판,동부구치소 집단감염 국정조사 요구하는 국민의힘 법사위원,0.7000114986079844,79
2941,동부구치소 집단감염 국정조사 요구하는 국민의힘 법사위원,동부구치소 재소자 확진 접촉자와 목욕에도 검사 안해줘…난장판,0.7000114986079844,118
5354,속보 순천서 새해 첫날 일가족 6명 확진…누적 197명,신축년부동산③전문가 10명 중 9명 무주택자 올해 집 사라,0.7000116811134591,448
6772,신축년부동산③전문가 10명 중 9명 무주택자 올해 집 사라,속보 순천서 새해 첫날 일가족 6명 확진…누적 197명,0.7000116811134591,45
4643,1일 오전 11시 기준 추가확진자 없어…12월 31일 5명 추가 발생,고양서 미소아침요양병원 관련 7명 추가 확진…누적 109명,0.7000117756282375,151
3548,고양서 미소아침요양병원 관련 7명 추가 확진…누적 109명,1일 오전 11시 기준 추가확진자 없어…12월 31일 5명 추가 발생,0.7000117756282375,422
1105,김정은 신년사 대신 친필 연하장만 공개…“전체 인민에 감사”,떠나는 폼페이오 북미관계 자찬…강경화 장관에게도 “감사”,0.7000132349453718,116
2610,떠나는 폼페이오 북미관계 자찬…강경화 장관에게도 “감사”,김정은 신년사 대신 친필 연하장만 공개…“전체 인민에 감사”,0.7000132349453718,20
7895,경제전문가 현안설문 54% 올해 집값 더 오른다… 정부 공급 대책 효과에 의구심,경제전문가 현안설문 청년고용 늘리려면 규제 풀어 투자 활성화… 전국민 고용보험 무리,0.7000133013232871,40
7892,경제전문가 현안설문 청년고용 늘리려면 규제 풀어 투자 활성화… 전국민 고용보험 무리,경제전문가 현안설문 54% 올해 집값 더 오른다… 정부 공급 대책 효과에 의구심,0.7000133013232871,17
412,문재인 대통령 새해 첫날 공군 항공통제기 지휘비행 경향포토,문재인 대통령 현충원 참배 국민일상 되찾고 선도국가 도약,0.7000133605246317,179
1828,문재인 대통령 현충원 참배 국민일상 되찾고 선도국가 도약,문재인 대통령 새해 첫날 공군 항공통제기 지휘비행 경향포토,0.7000133605246317,340
1393,안철수 오늘 창신동 주거실태 점검…서울시장 후보 면모 부각,與후보 적합도 이재명·이낙연 順… 野선 윤석열·홍준표 順,0.7000135639344754,58
1518,與후보 적합도 이재명·이낙연 順… 野선 윤석열·홍준표 順,안철수 오늘 창신동 주거실태 점검…서울시장 후보 면모 부각,0.7000135639344754,28
865,박병석 국회의장 새해 첫 현충원 참배,文 현충원 참배…국민 일상 되찾고 선도국가 도약,0.7000138332904661,304
2036,文 현충원 참배…국민 일상 되찾고 선도국가 도약,박병석 국회의장 새해 첫 현충원 참배,0.7000138332904661,213
6649,12월 수출 12.6% 증가…지난해 총수출액은 5.4% 감소한 5천128억5천만달러,지난해 11월 전북 수출 5억 2천만 달러…전년 대비 0.7%↓,0.7000142299475022,90
6475,지난해 11월 전북 수출 5억 2천만 달러…전년 대비 0.7%↓,12월 수출 12.6% 증가…지난해 총수출액은 5.4% 감소한 5천128억5천만달러,0.7000142299475022,118
8572,신년사나재철 금투협회장 뉴딜펀드 활성화·퇴직연금 선진화 지원,농촌서 먼저 살아보기 전남도 귀농산어촌 지원책 다양,0.7000146578971675,24
5846,농촌서 먼저 살아보기 전남도 귀농산어촌 지원책 다양,신년사나재철 금투협회장 뉴딜펀드 활성화·퇴직연금 선진화 지원,0.7000146578971675,13
4960,새해 첫날도 썰렁…5인 이상 못 모여요,2021년 새 해 첫날도 세계 각국 코로나19 비상...8000만명 이상 확진,0.7000161311000812,10
4898,2021년 새 해 첫날도 세계 각국 코로나19 비상...8000만명 이상 확진,새해 첫날도 썰렁…5인 이상 못 모여요,0.7000161311000812,12
8233,디지털 엘도라도를 찾아서 비트코인 3만달러 돌파…개미들 채굴업체 주식 매수,자산시장 뒤흔드는 돈의 힘…美 주식 이어 부동산도 들썩,0.700017084472575,27
5950,자산시장 뒤흔드는 돈의 힘…美 주식 이어 부동산도 들썩,디지털 엘도라도를 찾아서 비트코인 3만달러 돌파…개미들 채굴업체 주식 매수,0.700017084472575,7
2768,문 대통령 동부구치소 관련해 ‘특별대책마련’ 지시,오죽하면 참모들이 대통령 얼굴에 침을 뱉었겠나,0.700017131793381,165
1399,오죽하면 참모들이 대통령 얼굴에 침을 뱉었겠나,문 대통령 동부구치소 관련해 ‘특별대책마련’ 지시,0.700017131793381,54
3866,동작구 산후조리원 관련 검사 결과 130명 전원 음성,속보충남 논산서 1명 확진…해외입국 내국인,0.7000174092813273,102
3497,속보충남 논산서 1명 확진…해외입국 내국인,동작구 산후조리원 관련 검사 결과 130명 전원 음성,0.7000174092813273,416
775,문 대통령 느릿느릿 걸어도 황소걸음...“새해 반드시 일상 되찾을 것”,현충원 참배 마친 문 대통령,0.700017601257373,209
2147,현충원 참배 마친 문 대통령,문 대통령 느릿느릿 걸어도 황소걸음...“새해 반드시 일상 되찾을 것”,0.700017601257373,331
1775,동부구치소 찾은 정총리 “초동대응 미흡…안타깝다”,TF포토 동부구치소 방문한 정세균추미애,0.7000180682738996,104
1777,동부구치소 찾은 정총리 초동대응 미흡…국민께 죄송종합,TF포토 동부구치소 방문한 정세균추미애,0.7000180682738996,104
2023,TF포토 동부구치소 방문한 정세균추미애,동부구치소 찾은 정총리 초동대응 미흡…국민께 죄송종합,0.7000180682738996,137
5699,2021년 전세계 덮친 코로나19 종식될까…벼랑끝 경제 회복은,코로나에 확장재정 불가피…부채관리에 韓경제 미래 달렸다,0.7000195105335694,18
6886,코로나에 확장재정 불가피…부채관리에 韓경제 미래 달렸다,2021년 전세계 덮친 코로나19 종식될까…벼랑끝 경제 회복은,0.7000195105335694,24
2049,코로나19 중대본 회의 발언하는 정세균 총리,정규재 민주당 2중대 국민의힘으론 정권교체 힘들어,0.7000195154629143,214
4808,작년 12월 수출 12.6% 증가 500억달러 돌파,작년 친환경차 판매 58% 늘었다…하이브리드·전기차 껑충,0.7000198264976055,137
7633,작년 친환경차 판매 58% 늘었다…하이브리드·전기차 껑충,작년 12월 수출 12.6% 증가 500억달러 돌파,0.7000198264976055,44
361,文 대통령 새해 첫날 한반도 2시간 ‘초계비행’···강한 안보 강조,새해 첫날 인하대 건물 화재 발생 2시간 20분만에 진화,0.7000200568892958,84
5309,새해 첫날 인하대 건물 화재 발생 2시간 20분만에 진화,文 대통령 새해 첫날 한반도 2시간 ‘초계비행’···강한 안보 강조,0.7000200568892958,72
7361,신규 확진 824명…남아공 변이 국내 첫 확인,입대 전수검사서 음성 받았던 육군 병사 1명 코로나19 확진,0.700020137587444,91
864,입대 전수검사서 음성 받았던 육군 병사 1명 코로나19 확진,신규 확진 824명…남아공 변이 국내 첫 확인,0.700020137587444,399
5689,울산 해맞이 명소 폐쇄에 생중계로 맞는 소띠 해,낯선 포항 호미곶 해맞이 광장,0.7000202275256583,89
5413,낯선 포항 호미곶 해맞이 광장,울산 해맞이 명소 폐쇄에 생중계로 맞는 소띠 해,0.7000202275256583,52
492,국민의힘 동부구치소 집단감염…재소자 인권 잊혀져,직장ㆍ교회 신규 집단감염 … 동부구치소 누적 945명,0.7000207970844242,102
3776,직장ㆍ교회 신규 집단감염 … 동부구치소 누적 945명,국민의힘 동부구치소 집단감염…재소자 인권 잊혀져,0.7000207970844242,441
6439,수출 25개월만에 500억달러 돌파…반도체 30% 급증종합,韓 중견기업 기술력 있어야 수출도 많이 한다,0.7000212510392502,83
8293,韓 중견기업 기술력 있어야 수출도 많이 한다,수출 25개월만에 500억달러 돌파…반도체 30% 급증종합,0.7000212510392502,17
4707,광주서 3일만에 두 자릿수 확진...누적 1098명,서울동부구치소 14명 추가 확진…2일 전수조사,0.700021721424598,265
6013,서울동부구치소 14명 추가 확진…2일 전수조사,광주서 3일만에 두 자릿수 확진...누적 1098명,0.700021721424598,416
5172,속보 순천서 일가족 등 6명 코로나 확진…학교서 전수검사,제주도 지난해 코로나19 환자 421명 발생,0.7000220835959396,437
4108,제주도 지난해 코로나19 환자 421명 발생,속보 순천서 일가족 등 6명 코로나 확진…학교서 전수검사,0.7000220835959396,147
2727,도미타 日대사 마지막 신년사 양국 과제 낙관주의와 인내로 해결해야,文대통령 새해 하산할까 정상 오를까…국민통합은 과제,0.7000223318159187,13
1496,文대통령 새해 하산할까 정상 오를까…국민통합은 과제,도미타 日대사 마지막 신년사 양국 과제 낙관주의와 인내로 해결해야,0.7000223318159187,15
3474,군포 피혁공장발 확진자 6명 추가 확진…직원·가족 등,강원 새해 첫날도 두 자릿수 확진…오늘 25명,0.7000224417741993,462
3314,강원 새해 첫날도 두 자릿수 확진…오늘 25명,군포 피혁공장발 확진자 6명 추가 확진…직원·가족 등,0.7000224417741993,250
3513,새해 첫날 충남·세종 등 10명 코로나 확진,코로나19 제주 5명 추가 발생…네오플 직원  전원 음성,0.7000225449791695,351
4624,코로나19 제주 5명 추가 발생…네오플 직원  전원 음성,새해 첫날 충남·세종 등 10명 코로나 확진,0.7000225449791695,366
1521,노영민 “대통령 제대로 보필 못해 죄송”,안철수 전 대통령 사면 건의 선거 이용 시도라면 용납 못 해,0.7000236501052481,20
565,안철수 전 대통령 사면 건의 선거 이용 시도라면 용납 못 해,노영민 “대통령 제대로 보필 못해 죄송”,0.7000236501052481,187
820,문 대통령 이명박·박근혜 전 대통령 사면 나설까,국민의힘 이낙연 ‘사면론 논란’에 내심 안도하는 까닭은,0.7000236923387803,277
2614,국민의힘 이낙연 ‘사면론 논란’에 내심 안도하는 까닭은,문 대통령 이명박·박근혜 전 대통령 사면 나설까,0.7000236923387803,294
2094,문대통령 국립서울현충원 방문해 신년 참배,윤한홍 국민의힘 경남도당위원장 국립3·15 민주묘지 참배,0.7000240760492064,261
3927,윤한홍 국민의힘 경남도당위원장 국립3·15 민주묘지 참배,문대통령 국립서울현충원 방문해 신년 참배,0.7000240760492064,142
6347,HMM 노사 새해 30분 남기고 파업 피했다…임단협 극적타결,새해 첫날 인하대 화재 학생들 떠나고 10여분 뒤 발생,0.7000250301081938,37
4022,새해 첫날 인하대 화재 학생들 떠나고 10여분 뒤 발생,HMM 노사 새해 30분 남기고 파업 피했다…임단협 극적타결,0.7000250301081938,60
3999,대목 잊은 강남역 거리,신규 확진자 다시 천 명대로...내일 거리 두기 조정 발표,0.7000252076741346,31
5192,신규 확진자 다시 천 명대로...내일 거리 두기 조정 발표,대목 잊은 강남역 거리,0.7000252076741346,107
842,신년인사회에서 발언하는 강은미 대표,코로나19 중대본 회의 발언하는 정세균 총리,0.7000267140901436,175
3169,익산 코로나19 확진자 3명 추가…누적 178명,잔인한 서울의 12월…한달 사망자 89명 111월만큼 숨졌다,0.7000270100990768,414
5627,군산서 코로나19 확진자 1명 추가…누적 124명,잔인한 서울의 12월…한달 사망자 89명 111월만큼 숨졌다,0.7000270100990768,414
3728,잔인한 서울의 12월…한달 사망자 89명 111월만큼 숨졌다,군산서 코로나19 확진자 1명 추가…누적 124명,0.7000270100990768,139
2385,文대통령 현충원 참배로 새해 업무 시작…국민 일상 회복,백군기 용인시장 현충탑 참배…“시민 삶의 질 향상시키겠다”,0.7000277749886974,298
1900,수봉공원 현충탑 참배하는 김홍희 해양경찰청장,文대통령 현충원 참배로 새해 업무 시작…국민 일상 회복,0.7000277749886974,235
4670,백군기 용인시장 현충탑 참배…“시민 삶의 질 향상시키겠다”,文대통령 현충원 참배로 새해 업무 시작…국민 일상 회복,0.7000277749886974,235
4366,현충탑 참배하는 김영록 전남지사,文대통령 현충원 참배로 새해 업무 시작…국민 일상 회복,0.7000277749886974,235
5161,충남 서천서 1명 확진…감염경로 조사중,신규확진 다시 1000명대…서울동부구치소 131명 추가 확진,0.7000277919846465,208
6128,신규확진 다시 1000명대…서울동부구치소 131명 추가 확진,충남 서천서 1명 확진…감염경로 조사중,0.7000277919846465,447
3753,코로나 확진자 1029명… 요양병원·노인시설·교회 집단감염,강릉 코로나19 115번째 확진자 발생,0.7000278169715753,428
62,강릉 코로나19 115번째 확진자 발생,코로나 확진자 1029명… 요양병원·노인시설·교회 집단감염,0.7000278169715753,105
1340,김정은 주민들에 친필 서한...새 시대 위해 힘차게 싸울 것,김정은 간결한 신년사에…1월 초순 열릴 당 대회에 더 시선 쏠린다,0.7000287910373496,117
2512,김정은 간결한 신년사에…1월 초순 열릴 당 대회에 더 시선 쏠린다,김정은 주민들에 친필 서한...새 시대 위해 힘차게 싸울 것,0.7000287910373496,55
2943,與지도부 李·朴 사면 당사자 반성 중요…국민·당원 의견수렴할 것,김종철 사면 최순실은 우상호 사과도 없는데…유승민 환영,0.7000288649084891,166
231,김종철 사면 최순실은 우상호 사과도 없는데…유승민 환영,與지도부 李·朴 사면 당사자 반성 중요…국민·당원 의견수렴할 것,0.7000288649084891,332
2511,이낙연發 사면론에 연초부터 정치권 발칵…野 당황 與도 시끌,이낙연 “적절한 시기 이명박·박근혜 사면 건의”…갑론을박,0.7000293323140188,203
25,이낙연 “적절한 시기 이명박·박근혜 사면 건의”…갑론을박,이낙연發 사면론에 연초부터 정치권 발칵…野 당황 與도 시끌,0.7000293323140188,371
56,친문 이낙연 용서 못해 잘가라...사면반대 국민청원 등장,이낙연發 사면론에 연초부터 정치권 발칵…野 당황 與도 시끌,0.7000296866576932,42
4744,광주교도소 신입수용자 1명 코로나19 확진돼 출소...불구속 수사,인천서 종교시설 집단감염 8명 포함 54명 확진,0.7000300783530002,266
4854,인천서 종교시설 집단감염 8명 포함 54명 확진,광주교도소 신입수용자 1명 코로나19 확진돼 출소...불구속 수사,0.7000300783530002,425
744,김종인 비대위원장이 현충원 방명록에 남길 글,신축년 첫 날 현충원 참배하는 박병석 의장,0.7000303895112701,180
858,신축년 첫 날 현충원 참배하는 박병석 의장,김종인 비대위원장이 현충원 방명록에 남길 글,0.7000303895112701,275
3582,병원에 리베이트 준 제약사 신고하고 보상금 2.3억,12월 수출 514억 달러 역대급 실적… 무역수지 8개월째 흑자,0.7000308770279307,27
6585,12월 수출 514억 달러 역대급 실적… 무역수지 8개월째 흑자,병원에 리베이트 준 제약사 신고하고 보상금 2.3억,0.7000308770279307,137
4784,전북 6명 신규 확진…김제 요양원 관련 총 100명,동부구치소 집단발병 확산 누적 945명…수도권·부산 등 전국 곳곳 감염,0.7000320156908268,511
3954,동부구치소 집단발병 확산 누적 945명…수도권·부산 등 전국 곳곳 감염,전북 6명 신규 확진…김제 요양원 관련 총 100명,0.7000320156908268,185
2401,정세균 총리 3차 유행 조속히 제압하는 것 시급,동부구치소 찾은 정 총리 초동 대응 미흡 안타깝다,0.7000321277927624,119
1819,동부구치소 찾은 정 총리 초동 대응 미흡 안타깝다,정세균 총리 3차 유행 조속히 제압하는 것 시급,0.7000321277927624,172
2575,이재명이 ‘사면론’에 침묵한 이유 “文 대통령 부담 느낄까봐”,‘이낙연 사면론 후폭풍’ 뭉치는 野 갈리는 與 …정국 뇌관 될까,0.7000322076958039,53
1669,‘이낙연 사면론 후폭풍’ 뭉치는 野 갈리는 與 …정국 뇌관 될까,이재명이 ‘사면론’에 침묵한 이유 “文 대통령 부담 느낄까봐”,0.7000322076958039,370
5811,문무대왕릉 앞 바닷가 찾은 해맞이객,신축년 새해 해맞이에 나선 차량들,0.700032655745217,56
4974,신축년 새해 해맞이에 나선 차량들,문무대왕릉 앞 바닷가 찾은 해맞이객,0.700032655745217,125
5364,새해 첫날 신규 확진자 1029명...국내 발생도 천 명대,동부구치소 수용자 131명 추가 확진…누적 945명으로 늘어,0.7000329530412565,214
4212,동부구치소 수용자 131명 추가 확진…누적 945명으로 늘어,새해 첫날 신규 확진자 1029명...국내 발생도 천 명대,0.7000329530412565,459
692,묵념하는 안철수,방명록 적는 이낙연 대표,0.7000329965555673,213
734,방명록 적는 이낙연 대표,묵념하는 안철수,0.7000329965555673,290
2951,눈 감은 이낙연 대표,이낙연 대표의 사면론…여당 내부 반대 의견 이어져,0.7000334321002638,125
1686,이낙연 대표의 사면론…여당 내부 반대 의견 이어져,눈 감은 이낙연 대표,0.7000334321002638,107
2836,유인태 “文대통령 盧 과잉소통 말리다 언론 멀리하게 된 것 아닐까”,문 대통령 현충원 참배...국민 일상 되찾을 것,0.7000336066899066,7
1655,문 대통령 현충원 참배...국민 일상 되찾을 것,유인태 “文대통령 盧 과잉소통 말리다 언론 멀리하게 된 것 아닐까”,0.7000336066899066,314
976,문 대통령 국민 일상의 회복으로 보답하겠다,문 대통령 새해 첫날 새벽부터 ‘피스아이’ 지휘비행,0.7000336639578394,212
357,문 대통령 새해 첫날 새벽부터 ‘피스아이’ 지휘비행,문 대통령 국민 일상의 회복으로 보답하겠다,0.7000336639578394,220
2722,“반성 먼저”… 이낙연 ‘李·朴 사면’ 후퇴,이낙연發 사면론에 연초부터 정치권 발칵…野 당황 與도 시끌,0.7000337443759544,278
1909,동부구치소 방문한 추미애이용구,동부구치소 확진자 1천명 가까워지니 나온 추미애 사과,0.7000340384718133,92
4379,동부구치소 확진자 1천명 가까워지니 나온 추미애 사과,동부구치소 방문한 추미애이용구,0.7000340384718133,123
7689,3년 만에 베스트셀링 1위 E클래스 누른 수입차는,작년 개인 순매수 3위 ETF 곱버스…4일부터 문턱 높아진다,0.7000343134235836,10
8102,작년 개인 순매수 3위 ETF 곱버스…4일부터 문턱 높아진다,3년 만에 베스트셀링 1위 E클래스 누른 수입차는,0.7000343134235836,25
7009,코트라 임직원 급여 모아 복지관에 성금,한국남부발전 코로나19 극복 성금 1억원 기부,0.7000345747347416,11
5073,한국남부발전 코로나19 극복 성금 1억원 기부,코트라 임직원 급여 모아 복지관에 성금,0.7000345747347416,15
2499,하태경 전직 대통령 사면론에 전두환·노태우 전례… 결단 내리자,사면론 이틀만에 물러선 이낙연 靑과 교감없어…당원 따를것,0.7000348569765824,263
2748,사면론 이틀만에 물러선 이낙연 靑과 교감없어…당원 따를것,하태경 전직 대통령 사면론에 전두환·노태우 전례… 결단 내리자,0.7000348569765824,272
1470,신년 포부 밝히는 이낙연 더불어민주당 대표,중대재해기업처벌법 제정 촉구하는 김종철 대표와 단식농성단,0.7000350312584088,200
3200,거제시 새해 첫날 코로나19xa0확진자xa04명 발생,새해 첫날 서울 확진자 최소 210명…동부구치소발 958명 확진종합,0.7000351588101599,73
3130,새해 첫날 서울 확진자 최소 210명…동부구치소발 958명 확진종합,거제시 새해 첫날 코로나19xa0확진자xa04명 발생,0.7000351588101599,438
3060,2021년 새해 부산 무엇이 달라지나,비대면으로 만난 2021년 새해 일출,0.7000353415402744,10
4286,비대면으로 만난 2021년 새해 일출,2021년 새해 부산 무엇이 달라지나,0.7000353415402744,140
2260,현충탑 참배하는 문재인 대통령,국민의례하는 박병석 국회의장과 상임위원장들,0.7000355594012412,341
1174,국민의례하는 박병석 국회의장과 상임위원장들,현충탑 참배하는 문재인 대통령,0.7000355594012412,138
