,기준뉴스문장,임계치문장,코사인유사도,클러스터갯수
8614,보험 인싸되기코로나 블루 우울증 확산…보험사 역할은,새해부터 맹견 보험 의무화…하반기 4세대 실손 출시,0.7950585473377805,5
7255,롤스로이스 ‘뉴 고스트’ 4억7100만 원…디테일 정말 다를까 김도형 기자의 휴일차車담,강경화 2020년 어려웠던 한 해…소통하며 어려움 극복,0.7939804830917379,7
5633,삐걱거리는 어깨 오십견인 줄 알았더니 회전근개 파열,새해 첫 날 코로나19 검사 위해 줄 선 시민들,0.7928140625455633,16
7202,물멍 불멍을 아시나요…집콕 이색 힐링 화제,비대면 수요에 보복소비까지…신축년 기대하는 홈쇼핑 이색 이벤트 풍성,0.7922982944282023,6
6973,낡은규제혁파①최고세율 절반·할증 폐지..정치권 상속세 개편논의 살펴보니,스물스물 청년 취업 잘 시키는 대구…정책 비결 살펴보니,0.791428065491801,3
5309,순천 신대지구 공공시설 부지에 고층 오피스텔 몰래 신축 “마찰”,나 몰래 구독 서비스 ‘자동결제’ 전환 막힌다…해지도 쉬워져,0.7910229746778911,4
3235,이부자리 말고는 공간 없어…노동부는 실태조사 거부,음주측정 거부 킥보드 운전자 벌금 500만 원,0.7902630748569208,6
8095,차익 실현이냐 vs 비중 확대냐…새해 고민 깊어진 개미들,예금보험공사 직무급제 확대 적용... 전체 급여 30%,0.7875359927559862,7
7701,동학개미·주린이 열풍…유튜브에 푹 빠진 증권가,통영해경 바다에 빠진 천연기념물 검독수리 긴급 구조,0.7856245133835729,4
621,TV조선 아내의 맛 출연하는 박영선·나경원,한중일 ‘조선 삼국지’ 새해 벽두부터 진검승부 돌입,0.7836289263798861,5
5837,뉴스체크｜오늘 자치경찰제·국가수사본부 도입,정부 모더나와 2천만명분 백신계약 체결…2분기 도입,0.782795021776434,9
4926,손에 꼭 쥔 핫팩,HSBC 수석 경제학자 올해 꼭 투자해야 할 나라..베트남과 싱가포르 KVINA,0.7823217388086025,5
6730,英브렉시트 이젠 진짜 현실…EU와 47년 동거 완전히 끝나,브렉시트 전환기 종료…우리 수출기업 대비할 것은,0.7819495056957912,3
3627,“동네 상권 살아야 마을이 살죠”…임대료 인하 앞장선 위례 서일로마을,증권거래세율 0.02%P 인하·ISA 계좌 주식 투자 허용,0.7815390354456072,6
8470,오름세 지속되는 휘발윳값,이번주 유가 동향국내 휘발윳값 9달 만에 1400원대로 상승,0.7812232739450526,7
6943,늘어난 반려동물 놀이공간…달가워하지 않는 비반려인,규제 해봐야…상승 기대 심리에 식지 않는 부동산 열기,0.7805446417093477,6
8688,새해에도 강세장 이어갈까…종목 차별화 심화될 것,김영록 전남지사 “새해 희망 도정 펼칠 것”,0.7795925836178629,1
8489,10년 뒤 AI 기술 자연 사람에 주목해야 IITP 2030 AI 청사진 제시,더오래올해 써먹으면 좋을 작은 재테크 기술 6가지,0.7790433060031816,3
8703,가맹본부 자율분쟁조정기구 위원 3인이상…60일내 처리,식약처 코로나19 백신·치료제 40일 이내 처리 목표 신속 공급 노력,0.7768002676019419,6
8145,네이버웍스 신사옥 AI 네이버 첨단기술 엑기스 품는다,네이버 우수 프로젝트 선정 행사 ‘엔이노베이션 어워드 2020’ 개최,0.7760990180737884,6
8727,中企 옴부즈만 농업분야 중소기업 애로 해소 나서,중소기업 복지플랫폼 가입자 14만명 입점업체 140개사 돌파,0.7756626689607949,7
6162,수익률 시원찮네…대표 수익형 오피스텔이 어쩌다,베트남 정부투자청SCIC 2020년 수익률 전년비 36% 상승 KVINA,0.773945616192599,6
4801,포착 해넘이 구경꾼 ‘북적’…어젯밤 을왕리 속터지는 풍경,2021 새해 첫날 차분하고 한적…하늘에서 본 풍경,0.7738149340623818,18
6380,무역 1조달러 무산됐지만…4년 전보다 나은 이유는,日 번역 소설 ‘대망’ 재출간한 출판사 대표 유죄→무죄로 기사회생한 이유는,0.7735019883690649,6
7875,2021 솟구쳐라 대한민국,“대한민국 만족” 53%…K방역 영향인 듯,0.7734705904187034,7
1713,김삼웅의 인물열전 민족의 선각 홍암 나철 평전 순국 이듬해 추모식 갖고 추모사,떠나는 도미타 일본대사 일한 과제 낙관주의·인내로 임해야,0.7733383113973976,5
7098,LH 도내 청년매입임대주택 입주자 모집,산림청 세계산림총회와 함께 할 후원기업 모집,0.7726998628815112,4
6415,2020년 가장 재미 안긴 재테크는 주식…금·부동산 뒤따라,올해의 가장 안전한 차에 ‘제네시스 G80’,0.7726111755725033,2
4280,겨울바다 감상,‘코로나 탓’ 제야의 종 타종 67년만에 현장행사 대신 영상 감상,0.7710680562241788,6
5891,공영쇼핑 ‘2021 건강하소 행복하소’ 이벤트,60주년 농협은행 신년맞이 대고객 이벤트,0.7703599457697917,7
3189,택시기사 폭행한 대검 검사…검찰 불기소로 사건 끝내,인하대 화재 고속도로에선 다중 추돌…새해 첫날 사건 사고,0.7697070571176333,5
5655,뻥 뚫린 도로,현장 카메라해맞이객 북적…주차장 된 해안 도로,0.7684420481557764,7
6684,소 팔아 대학 보낸다는 옛말…1년치 등록금도 못내,GS25 내장산 새송이를 사용한 도시락 선보여,0.7673023088408935,20
8445,윤영주 진도군 부군수 안전하고 행복한 진도 건설에 일조,조규일 진주시장 “부강진주 행복한 시민”,0.7672311268487565,4
7055,“반갑소”… 유통외식업계 너도나도 ‘흰소’ 마케팅,막힌 하늘길 뚫어낸 비대면 마케팅… 수출 날개 단 中企 2021신년특집코로나 이겨내는 희망 백신,0.7672009054547927,7
2745,대선·지방선거 동시실시 찬성 48%…반대도 48%,MBN 신년여론조사 이재명 대선지지도 1위…5년 단임제 개헌 48% 찬성,0.7669913974331767,5
182,내년 대선서 정권교체 51%,HSBC 내년 아시아 투자 유망처로 싱가포르·베트남 꼽은 이유,0.7661239529081025,7
7482,산청·함양 곶감축제 집에서 온라인으로 즐기세요,지리산이 빚은 ‘산청곶감’ 올해 산청곶감축제는 7일부터 온라인으로…,0.7660778921582927,4
2507,극좌파와 중도 사이 이재명의 아슬아슬 외줄타기,일요와이드 정부 3차 유행 정점 완만히 지나가는 것으로 판단,0.7652876120666811,8
6041,K조선 새해에도 수주랠리…부활 신호탄 쏜다,신년특집 스마트공장으로 탈바꿈한 철강…스마트십 띄우는 조선,0.7652724591534183,3
7948,지방서 쏟아진 법인 매물 개인이 사들였다,부산 지역 법인 파산 2배 증가 “코로나19 영향”,0.764906768575669,4
5665,창원 원룸 모녀 죽음 미스터리…결국 사인 미상 종결,미국 전자제품박람회 창원 기업 11곳 참가,0.7644334456109498,8
6597,쿠팡이 꼽은 2021 뷰티 트렌드는…마스크뷰티와 홈그루밍,강경화 장관이 꼽은 2020년 가장 감명 깊은 장면 3가지는,0.763602652893824,5
6105,중국 시노팜 대표 예방 효과 79%… 부작용 가벼워 주장,설 농축산물 선물한도 오르나…지난 추석땐 효과 뚜렷,0.7629566838379017,2
7207,터치로 끝 배달시장 무한 확장…작은 가게 한숨,새해 첫 날 소상공인들…끝이 안보여 땅 꺼질듯 한숨,0.7628318181122806,5
6987,Reset Korea ③ 당신은 위대한 독재자 인가,김정은 위대한 인민 받드는 충신 北주민에 친필 연하장종합,0.762780545295821,3
6240,겨울 한파에 등유수급 차질…정유업계 “생산확대·비축유 활용”,겨울 과일 인기 1위는 딸기 ‘겨울딸기’ 인기 비결은,0.7616209989662934,17
6601,신성장 동력으로 ‘화이트 바이오’ 택한 CJ제일제당,클릭 K바이오 2021년 코로나 치료제 경쟁 본격화…누가 선점할까,0.7610728642937798,4
3065,지방소멸⑤ ‘동남권 메가시티’ 지방도 살리고 나라도 살린다,신년기획① 첫발 뗀 ‘충청권 메가시티’ 비전은,0.760485835459329,8
5635,퇴직공무원에 세금으로 해외여행 황금열쇠… 지자체들 관행 여전,“공급 부족 여전… 올해도 집값 상승·전세난 이어진다”,0.760378668296037,8
6078,입주 임박 목동아델리체 전세 매물 20개뿐,김정은 위원장 주민에 신년 친필서한…당 대회 임박,0.7600813968002961,7
523,정치속담 정치인과 돈 애증의 관계…정치후원금의 명암,새해 돈 있으면 부동산보다 주식…2배 이상 추천 많았다,0.7595433572163877,7
7952,수요 불확실성에…신용등급 강등된 정유업계,2020년 마지막주까지 오른 집값… 주택 수요 서울로 유턴,0.758785520263647,7
3564,檢·법무부·靑 요직 키워드는…사법연수원 23기·김앤장 근무,재소자 가족 지나는 법무부 응급차량,0.7587607999831864,24
4087,통영해경 멸종위기 천연기념물 검독수리 구조,지리산 해발 700m에 차량 9대 고립…전원 무사 구조,0.7587178728535201,6
5097,경북대병원 농촌사회공헌 재인증 획득,IBK기업은행 미얀마 법인 설립…윤종원 첫 해외진출,0.758324586935476,9
2798,헌법 불합치 효력 잃은 낙태죄…입법 독주 巨與 법 개정엔 뒷짐,미 하원 이어 상원도 주한미군 현행유지 담은 법 재의결,0.7573224674791745,5
7068,KB증권 라임 피해자 6070% 돌려받는다,“알아서 해달라” 60대에 라임펀드 손실 70% 배상,0.7573046188105539,6
6112,2020 전문건설업 실태조사 분석보고서 발간,권익위 2019년 제·개정 법령 부패유발요인 개선 사례집 발간,0.7569291391062217,5
5910,아는분비트코인은 알겠는데···알트코인은 무슨 뜻일까영상,단독 바꾸자 의견에도 피해 호소인…민주 女의원 카톡방서 무슨 일이,0.7564246076399322,8
6764,IT·2차전지·경기민감株 맑음···저금리·실적 타고 3000 간다,그래도 첫 해는 봐야…비행기 타고 해맞이,0.75610434404306,4
4764,조규일 진주시장 새해 도청 진주 환원추진 착수,세계 최초 첨단 의료기기 공동제조소 구축 실증 착수,0.7554691988564746,7
4370,‘골든타임’ 지났는데…제주 ‘명민호’ 실종 선원 6명은 어디에,겨울철 광역수렵장 운영…안전 사고 주의,0.7550876876987862,30
223,대북 전단살포 금지는 비대칭 전력 포기 행위다 우아한 전문가 발언대,경제 전문가 100명 설문조사10명중 5명 “집값 상승 계속”,0.7548519013625913,7
8041,그린스완 막아라… 기후변화의 역습 금융 건전성 위협하다,한신평 자동차 금융 캐피탈·리스사 양호한 실적에도 일부 잠재 부실 우려,0.7547616776897274,10
6942,쿠쿠전자 ‘넬로’ 펫 케어 가전 판매량 96%↑,쿠쿠 코로나 블루 달래는 넬로 ‘펫 케어 가전’ 인기,0.7540617805469307,5
5211,1000대의 드론이 그린 황소,울산시 2021년 지속가능한 그린 경제 중심도시로 도약,0.7533888115582217,5
4012,썰렁한 강남역 먹자골목,새해 첫 날 한산한 강남역,0.7530066019159433,8
4491,유근기 곡성군수 “대체 불가능한 곡성 만들겠다”,성윤모 산업부 장관 “2021년 수출과 경제 재도약 하는 해 만들겠다”,0.7519685080989471,15
4294,실시간 방송에서 극단적 선택 시도한 BJ 시청자 신고로 구사일생,올해부터 모든 지하역사 승강장 초미세먼지 농도 실시간 공개,0.7514042130423058,8
6792,식∙음료업계에 부는 업뉴얼 바람 눈길,K패션 리더 FF에프앤에프 2021년 성장동력 눈길,0.7513715700948267,5
6864,日 혼다이스즈 수소트럭 공동개발...현대차 적수 되나,두 대통령 사태 지속 베네수엘라 국회도 두 개 되나,0.7509469091206931,4
4324,한산한 덕수궁,새해 첫 날 한산한 서울 도심,0.7509103361748484,50
3782,대구계명대 동산병원 비만대사수술 100례 달성,한국조선해양 지난해 수주액 100억 달러…목표 91% 달성,0.7506625656161974,11
1637,서욱 전작권 전환은 시대적 과업…한미 협의 가속화해야,서욱 새해 맞아 경계작전 중인 육해공군·해병대 장병들과 통화,0.7505868918016337,25
6856,집밥족 증가에 간장·고추장·된장도 잘 팔린다,김수키로 잘 알려진 탈륨 어떤 조직…英 백신社도 해킹 시도,0.7504699911269815,10
5304,헌재 주가조작 징역형에 벌금 동시 처벌 조항 합헌,허위공시로 부당한 돈 벌었다면…헌재 징역벌금형은 합헌,0.7502441210802478,16
7274,보안 따라잡기쏟아지는 민간 인증…서비스별 보안 특징은,환경부 민간 자동차검사소 184곳 특별단속 35곳 적발,0.7499965652990087,4
5232,모스크바 파티 버스 안에서 술 마시는 승객들,모스크바의 묻지마 새해 축하 파티 버스,0.7498394254642979,5
3100,코로나19 덮친 2020…새해 전망은,포커스 추가 상승이냐 조정 급락이냐…새해 증시 전망은,0.7488420241303311,3
5705,남산 팔각광장 갈수 없으니..,포토뉴스경주 남산 2021년 새해 첫 일출 떠올라,0.7486203502628849,10
6342,잠자는 신용카드 살려내자…쿠폰·할인행사로 사용 유도,신년사 대한한의사협회 최혁용 회장 의료기기 사용 적극 추진,0.7484835774375167,9
3801,명민호 사고 나흘째...나머지 실종자 어디에,인하대 화재 고속도로에선 다중 추돌…새해 첫날 사건 사고,0.745553698087537,31
2770,스웨덴 당파 이해 떠나 노동법 개정 대타협...그리스 포퓰리즘 덫 빠져 청년층 실업 고통,허창수 회장 한국계 美 하원의원에 무역확장법 개정 힘써달라,0.745329498477856,6
5034,법원 “내부고발자 전보·업무배제는 불이익 조처”,내부고발자 전보조치 뒤 회사가 한 일 우긴 대표…法 대표도 책임,0.7451660359183878,9
4496,코로나19 종식을 위해,서울역 임시선별검사소 코로나19 검사를 받기 위해,0.744991246082978,1
6336,인공지능 제조혁신 플랫폼KAMP 완제품 불량 판정 신뢰도 향상,지리 확장성과 안전을 더한 차세대 전기차 플랫폼 ‘SEA’ 공개,0.7447879330220604,6
3639,태권도관장들 오후 9시까진 운동하도록 집합금지 완화해달라,오후 9시까지 911명…4일 신규확진자 다시 1천명 안팎 나올 듯종합,0.7441375484060279,35
7230,우리은행 모바일·인터넷뱅킹 먹통…원인파악 중,부안군 줄포면 오리농가 AI 항원 검출…역학조사 중,0.7436295115980653,26
3987,동부구치소 엉성한 방역 대응 폭로…재소자 통제 거의 안해 확진 기다리는 듯,‘확진자 폭발적 증가는 막았다’…업종별 숨통 열어줄 듯,0.7435802266791762,13
4455,외국인 입국자 PCR 음성확인서 의무화,캐나다 7일부터 코로나 음성 증명해야 입국 가능,0.7433834705354337,53
7421,SM타운 라이브 186개국·3583만 스트리밍..전세계 K팝 점령,현대백화점 ‘라방’으로 레고 판다,0.7432365845809983,7
3571,대법 오는 14일 국정농단 박근혜 두번째 판단,김한정 이낙연 李朴 사면론에 잘한 판단,0.743183519638908,23
3712,유승준 秋 법무부에 “병역 기피 아냐···마녀사냥 인권유린”,나는 병역기피자 아닌 면제자…유승준 연이어 분노 표출,0.7424905527555823,13
7827,새해부터 훨훨나는 비트코인…시총 테슬라 넘어서나,테슬라 작년 50만대 인도···4분기 역대 최다,0.7424589514633215,10
6947,‘뚝심의 아이콘’ 금융권 소띠CEO...허인ㆍ진옥동 등 포진,새해엔 나도 1금융권 진입…한끗차 억울함 사라진다,0.7424577588125182,4
4608,코로나19 끝나지 않은 싸움,주간증시 리뷰기록 또 기록 세운 코스피…2021년 가보지 않은 길 걸을까,0.741844782297803,10
5479,최명서 영월군수 신년사 4대 축제 한 단계 더 발전시키겠다,신축년辛丑年 신년사“코로나 확산 막아내고 5대 도정과제 실현 박차”,0.7415531059455501,3
8400,현대백화점 ‘라방’으로 레고 판다,아들·딸 판다 중고나라 패륜 게시물 논란,0.7414674988985063,14
3649,충남 홍성 대설주의보···눈길 조심해야,충남 천안 산란계 농장서 고병원성 AI 의심 사례 발생,0.7414095666663797,11
8132,편의점 5만개 시대…장보기·세탁·택배 多되네,NOW ‘신데렐라 편의점’… 밤이 되면 알바가 사라진다,0.7413664319683522,9
1458,깜짝 이벤트…정세분수령 北 당대회 초읽기,신년사 대신 연하장 낸 김정은…이르면 내일 당대회,0.7412522205696536,19
6538,2021년 IPO 대박 이어진다...카뱅·크래프톤 등 출격 준비,3차지원금 지급 준비 착수…코로나 확산 속 세계은행 경제전망,0.7404094180651194,2
8177,최저임금 인상에도 월급은 제자리…6개월 탄력근로제 신설도 문제,코로나 백신 상용화 긍정적...국가간 경기회복 불균형이 문제,0.7402408152729029,7
8110,세대주만 1순위 청약 자격…따로 산다면 세대 분리부터,새해 바뀌는 보험제도…7월 4세대 실손보험 나온다,0.74011961049989,11
5572,잠수교에 불법 주차된 차량,4월부터 불법 공매도 감시·처벌 강화,0.7398833777902278,9
6176,이제는 1주택자도 세금 모르면 낭패,서울시민 69% “집값 더 오를 것”… 66% “부동산 세금 수준 너무 높아”,0.7398537080872225,6
4431,안철수 창신동 방문…시장 되면 도시재생사업 전면 재점검,주민과 대화 나누는 안철수 대표,0.7397058396339753,45
4804,극단선택 생중계 인터넷방송 BJ 시청자 신고로 살았다,문체부 ‘신년음악회’ 6일 사상 첫 온라인 생중계,0.7395539772389085,7
6517,연말 막혔던 은행 신용대출 다시 열린다,은행 신규수익원으로 펀드·방카 대신 유언대용신탁 활용해야,0.7395434291521834,17
6783,스마트 리빙 세탁기 동파 막으려면 수도꼭지 잠그세요.,스마트 리빙 뻑뻑해서 안 잠기는 지퍼 어떻게 할까,0.7390473067682595,8
3780,8일부터 외국인 입국자 코로나19 음성확인서 의무화,신한銀·국민銀…막았던 신용대출 4일부터 푼다,0.7388592013527943,56
6495,개미가 살린 코스피…산타랠리에 시총 GDP 훌쩍,코스피 시총 사상 최초 GDP 넘어선 듯…삼전 150조원 증가,0.7388341183925808,21
4779,새해엔 울지 말고 풍요만…보은 석화리 540년된 은행나무 눈길,서울시 공무원이 부른 거리두기 독려 ‘잠시 멈춤’ 노래 눈길,0.7387809676564377,4
6957,‘LG 와인 셀러’ 美 가전부문 굿디자인상 수상,커피베이 ‘한국프랜차이즈산업발전 유공’ 장관 표창 9년 연속 수상,0.738393945808294,9
6949,실리콘밸리 가는 美 노량진 가는 韓,한산한 호미곶 가는 도로,0.738329214174458,6
4903,영영 혼자가 될 수 있음을 기억해줘 서울시 공무원 록발라드 열창 화제,서울시 공무원 거리두기 독려 잠시멈춤 커버송 불러 눈길,0.7380119027172793,3
3205,1부 클로징,극단선택 생중계하던 인터넷방송 BJ 시청자 신고로 구사일생,0.7377831397462382,7
7450,우정바이오 자체 신약클러스터에 흡입독성평가 GLP센터 구축,전 세계 현대·기아차 AS 물류 혁신… 현대모비스 실시간 인공지능 부품 공급 체계 구축,0.7377789894287885,16
7097,속초시 미분양관리지역서 제외,이낙연 사면론에 유승민 제외 싸늘한 與野 반응,0.736993314003686,5
7832,“쌍용차 매각 2월 말까지 마무리”,34년 공직 마무리 박봉순 나주부시장 열심히 뛰었는데 아쉬움 여전,0.7369796515254093,21
7199,제 944회 로또당첨번호 조회결과 오픈…21316193233 보너스번호42,에스포항병원 4회 연속 보건복지부 전문병원 지정,0.7369651566601148,5
7440,서학개미 해외투자 211조…새해에도 직구 열풍,연 743% 기록적 상승 2020년 서학개미 최고 수익 안긴 종목,0.73693093048699,8
2446,르포 새해 맞는 북·중 접경…봉쇄 언제 풀리나,첫 입국 환영 행사 대신…조용한 새해 맞는 항공업계,0.7368403295721507,7
151,유시민 팬이었던 서민 60 넘으면 뇌가 썩는다 직격탄,부동산세 오르고 주식세 내려…새해 달라진 세금 QA,0.7367721750059785,24
4569,기지개 켜는 의료진,2021년이 밝았습니다,0.7367376662377338,41
7824,게임업계 노동강도 완화…‘크런치 모드’ 절반 이하로 줄어,강릉 코로나19 초강수 효과…새해 해맞이객 전년 대비 90% 이상 줄어,0.7366950944473248,4
7564,‘성공시대’ 하림각마저 영업 중단…코로나19로 ‘적자’,우리은행 거점 점포 중심 영업 체계 VG 선보인다,0.7363855314164223,8
7834,무공돈까스. 발로란트 프로게임팀 비전스트라이커즈와 스폰서쉽 계약 체결,거리두기 재연장에 무게 백신 계약 완료 영국발 변이 확산 대책은,0.7363388579073421,8
7184,춘천시 해제된 도시계획도로 일부 재지정,정부 수도권 2.5단계 2주 연장…학원 운영 일부 완화 어떻게,0.7359195023977149,12
3838,새해 기도 열기,로또 1등되면 집부터 새해 첫날 영하권 날씨에도 복권명당 장사진,0.7358137167594339,8
4502,검체 검사로 분주한 의료진,2021년이 밝았습니다,0.7354915013464571,55
4507,제주 ‘32명민호’ 실종자 수색 나흘째…수중 수색 돌입,그랜드 조선 제주 8일 개장,0.7354046052823153,30
6993,합병 준비하고 구원투수 등판하고…유통업계 소띠 CEO,울산 해맞이 명소 폐쇄에 생중계로 맞는 소띠 해,0.73539866785893,16
5706,尹 검찰 개혁의 목적과 방향은 공정한 검찰 국민의 검찰이 돼야 한다고 늘 생각해왔고 강조해왔다,김도읍 “검찰 추미애 아들 의혹 재수사”…서울고검 “검토 중”,0.7351947075250952,9
4222,법원 내부고발자 전보 · 업무 배제는 차별 · 불이익 조치,새해 첫날 전자출입명부 먹통…서버 다운에 조치 중,0.7348029897992439,10
6791,8만전자 대주주 요건 맞추랴…삼성 임원 주식 줄매도,새해에도 집값 오를 것…지난해 최고 재테크는 주식,0.7347904011927793,16
5327,창신대학교 국토교통부 항공정비사 전문 교육기관 현장심사 완료,FC안양 2021 시즌 코칭스태프 구성 완료,0.7346175889779043,18
114,검찰은 검찰 출신으로 견제…신현수는 누구,김도읍 “검찰 추미애 아들 의혹 재수사”…서울고검 “검토 중”,0.7345344927550786,9
3642,유시민 팬이었던 서민 “60 넘으면 뇌가 썩어” 강하게 비판,부동산세 오르고 주식세 내려…새해 달라진 세금 QA,0.734174575719576,27
6678,“나혼자 산다”… 소형 열풍에 ‘하남시청역 해링턴 타워 더센트럴’ 관심,단독 여권 尹측근 한동훈 직무복귀 검토…檢 정상화 여부 관심,0.7341442613220793,7
4879,올해는 기필코…신축년 작심 300일 이렇게 하면 성공한다,답답한 5G 올해 LTE망 따로 쓰는 단독모드SA로 속도낸다,0.7340297062876321,6
6875,닥터지 안건영 대표 빅데이터·AI 활용해 피부과학 확산,임영빈 前삼성생명 고문 삼성생명공익재단 대표,0.7331182874858285,5
7103,성인 68% 새해 기대된다...20대·50대 ‘취업·이직 30대 연봉인상 희망,코로나 폐업 개인택시에 희망 걸었는데…“교육 신청이 로또”,0.7329869637049904,6
7555,먹는것 갖고 장난 쳤더니 연1000억…펀 마케팅 통했다,도미타 대사 일한간 과제 낙관주의와 인내를 갖고 임해야,0.7328528353990086,13
4737,열심히 일하고 싶어요,코로나 전사의 소박한 새해 소망…마스크 벗고 일상 복귀,0.7327449567008597,15
4911,2539세 여성이 바라는 남편감…연봉 5749만에 자산은 2.7억원,자회사 4000억원 투자유치 제이콘텐트리 ‘눈에 띄네’,0.7326811331351198,2
6539,새해 투자 손실 위험 안 하는 손해 더 크다,모두발언 하는 정세균 국무총리,0.7326532152723527,5
7128,김현수 장관 탄소중립 시대 농사 방식 완전히 바꿔야,신년사농식품부 장관 코로나 전쟁 승패 식량에 달려있어…농업이 곧 생명창고,0.7326379866462692,10
7419,“속아서 산 금융상품 이제 반품하세요”,이제 ESG는 하면 좋은 것 아닌 반드시 해야 하는 것,0.73250642318212,4
5308,신년사 강임준 전북 군산시장,전북 산발적 감염 잇따라…의료인력 확충 시급,0.7324749899503525,2
5694,독도에서 보내온 새해 인사…복 많이 받으소,농협은행 새해 이벤트 참여해 선물 받으세요,0.7320424233879689,8
2833,폼페이오 북미 관계 자화자찬 줄트윗…트럼프김정은 회동 사진도,폼페이오 새해벽두 북미관계 자화자찬 줄트윗…역사적,0.7316490496799921,16
7682,마윈 자신이 만든 TV쇼에서도 퇴출,햇볕에 녹는 고드름,0.7315820338731441,16
4400,통영해경 바다에 빠진 멸종위기종 검독수리 구조,지방’ 빠진 서울경찰청,0.7315760088812295,8
4924,코로나 악몽 1년 우한인들…잊고 우리 삶 살고 싶을 뿐,국방부 2021년 우리 군이 함께합니다 영상 공개,0.7309371179067115,12
7031,금리 코로나 충격 여진·가계부채 뇌관…연중 금리동결 유력,미중 고래싸움에 끼나...탄소 중립 통상 이슈 부상 유력,0.7307719990790315,6
5855,제주 32명민호 수색 나흘째…시신 1구 발견·6명 실종,겨울철 광역수렵장 운영…안전 사고 주의,0.7307385449439805,31
1507,“공정성 악화” 56% “사회통합 악화” 64% “소득분배 악화” 70%,종로 하림각 코로나19 경영난에 영업 일시 중단,0.730709836622686,4
1709,MB·朴 사면론 왜 띄웠나…이낙연의 노림수는,野 동부구치소 참사엔 왜 침묵…국정조사 요구,0.7305556913600585,15
6607,카운트머니 삼성중공업 정말 수주 잭팟인가,강경화 2020년 어려웠던 한 해…소통하며 어려움 극복,0.7303023090541221,13
4595,외국인 입국자 PCR 음성확인서 의무화하기로상보,정부 내일 거리두기 단계 조정안 발표…외국인 입국자 검역 강화,0.730217546592243,53
7179,u200b고성 귀농인 “귀농 생활 성공적 평가 82%”,하태경 “이낙연 박근혜·이명박 사면 건의…국민통합 높이 평가”,0.730180519571079,8
6413,새해부터 전자출입명부 시스템 오류…현재 복구완료,신축년 첫날 전자출입명부 한 때 먹통…원인 파악중,0.7301242223993856,35
