,기준뉴스문장,임계치문장,코사인유사도,클러스터갯수
3733,울산 인터콥 관련 확진자 10명 늘어 누적 93명종합,확진 1000명 목전에 두고서야...秋 “동부구치소 집단감염 송구”,0.7000368083657474,433
3128,새해 첫날 서울 확진자 최소 210명…동부구치소발 958명 확진종합,경남 확진자 35명 추가…지역감염 잇따라,0.7013552952028824,432
4465,부산 영도 파랑새 노인건강센터 관련 확진자 5명 추가…누적 34명,파주 육군 신교대 훈련병 1명 입대 10일 후 확진,0.7001063464231057,432
3410,경기 부천 22명 확진…접촉감염 19명·경로 미상 3명,경기·전북 등 가금농장 4곳 고병원성 AI 추가 확진,0.7000609839431543,432
5450,속보 코로나19 어제 1029명 신규확진…다시 1000명대로,김삼웅의 인물열전 민족의 선각 홍암 나철 평전 독립운동가 신규식 만장과 애사 지어,0.7016199406566763,432
4035,파랑새노인건강센터 14명 추가…부산서 40명 신규 확진종합,EU 美 추가 관세에 일방적 조치...새 행정부와 얘기하겠다,0.7006736837450794,432
5441,울산 인터콥 관련 확진자 발생 지속…누적 89명,서울서 오후 9시까지 코로나19 신규확진 230명,0.7000270927221587,431
3141,전주서 자가격리 중 2명 코로나19 확진...전북 누적 852명,경남 새해 신규 확진 27명…8개 시·군서 감염 잇따라종합2보,0.7002062843162006,431
3538,속보전남 해남서 1명 추가 확진…부산 확진자 접촉,경북 상주거주 퇴역 주한미군 부부2쌍 코로나19 확진,0.7002976018931619,431
3325,울산 선교단체 관련자 등 3명 추가 감염…하루새 15명 발생,광주교도소 신입 수용자 1명 코로나19 확진으로 하루 만에 출소,0.7012883910202096,430
5181,경남 새해 첫날 밤사이 신규 확진자 13명 발생,동부구치소 누적 확진자 900명 넘어···野 대통령 절규에 답하라종합,0.70010593114234,430
3774,직장ㆍ교회 신규 집단감염 … 동부구치소 누적 945명,최대집 의협 회장 동부구치소 코로나19 확진자 의료시설로 전원해야,0.7003508989059414,429
3755,울산 기독교 선교단체 관련 코로나19 10명 추가···누계 93명,벨기에 요양원 산타 다녀간 뒤 26명 코로나 사망,0.7002259812704643,428
3705,영주시 1일 코로나 19 추가 확진자 1명 발생,속보 코로나 1029명 신규확진…하루만에 다시 1000명로 늘어,0.7011934328331858,428
3255,오후 6시까지 640명 확진···2일 신규확진 1000명 육박할 듯,충남 서천서 1명 확진…감염경로 조사중,0.700700085569963,427
4803,서울 신규확진 359명 동부구치소만 126명 감염…누적 2만명 육박종합,1일 오후 6시 현재 전국서 코로나 664명 추가 발병…서울은 210명,0.7009365987053878,427
3441,제주 새해 첫날 확진자 9명 발생…누적 430명,서울 동부구치소 누적 천 명 육박…요양시설 등 집단감염 계속,0.7012385190765289,427
3415,전국 교정시설 코로나 확진 982명…서울동부구치소 14명 추가,속보신규 코로나19 확진자 1029명…다시 1000명대,0.7010348247779848,427
3751,코로나 확진자 1029명… 요양병원·노인시설·교회 집단감염,강릉 코로나19 115번째 확진자 발생,0.7000086523092136,427
3569,경남 코로나19 확진자 35명 추가…누적 1357명종합2보,용인시 코로나19 확진자 하루·주간 최다 경신 심각,0.7000618563431477,426
6568,수도권 임시검사소 익명검사서 149명 확진…지역 확진자의 15%,속보 코로나 집단감염 확산 계속...동부구치소 131명 추가,0.7000250268924607,426
3689,청주 보육교사 관련 괴산서 1명 확진…누적 66명,코로나19 시대 직장인 10명 중 6명 인맥 관리 어려워,0.700228495887266,425
3764,서대문구서 확진자 10명 추가…확진자 접촉 5명·경로파악 5명,여주교도소 신속PCR검사 결과... 1892명 전원 음성,0.7004283765731548,425
5471,코로나19 신규 확진자 1029명…다시 1천명대,여전히 1천명 안팎 확진자에 고강도 방역조치 연장…세부 내용은,0.7001588975784576,425
3513,확진 3명 서울중앙지검 1차 접촉자 11명 전원 음성,파주 육군 신교대 훈련병 확진…2차 검사서 양성,0.7008770675070429,424
5081,울산 상주 종교시설 관련 확진 6명...누적 83명,동작구 산후조리원 관련 검사 결과 130명 전원 음성,0.7003951323717141,424
3729,신축년 첫날 광주·전남 코로나19 신규 확진 12명,오후 6시 전국서 640명 확진…2일 0시 1000명 육박할 듯,0.7006484221803299,424
5438,신규확진 1029명 이틀만에 1000명대…사망자 17명 늘어 총 917명,새해 첫날 동해서 확진자 9명 발생…격리해제 전 확진,0.7007440674544482,423
3494,대전서 새해 첫날 3명 코로나 추가 확진…누적 859명,추미애 동부구치소 코로나 확산 송구…수용자 방마다 엉터리 체온계 추가 증언,0.7008524968645801,423
3979,비수도권 312명 확진...광주 의사체육동호회 연쇄 감염,수도권 직장·종교시설 관련 집단감염 확인,0.7019592794853697,423
4034,동부구치소 누적 확진자 945명…이천 물류센터선 59명 감염,동부구치소 확진자 1천명 가까워지니 나온 추미애 사과,0.7005537727779256,422
5501,속보 코로나19 신규 확진자 1029명 다시 1000명대,서울중앙지검 코로나19 확진 직원 접촉자 10명 모두 ‘음성’,0.7000975594902995,422
5088,울산서 인터콥발 확진자 6명 추가…누적 89명,확진 1000명 목전 두고...秋 ‘구치소 집단감염’ 첫 사과종합,0.7001817040405017,422
3405,서울동부구치소 수용자 등 14명 추가 확진…누적 959명,확진자 나온 동작구 산후조리원 관련 산모·아기 등 모두 음성,0.700804212831007,422
5514,속보 코로나19 신규확진 1029명·사망 17명…지역발생 1004명,충남 천안시 자동차 부품회사서 신규 집단감염…12명 확진,0.7005533563998713,421
5515,속보 코로나 어제 1029명 신규확진…1000명대 재돌파,경북 포항 구룡포 누적 확진자 41명…8일 동안 꾸준히 늘어,0.7001107762522933,421
3489,제주 누적 확진 430명…새해 첫날부터 9명 늘어,1일 오후 6시 현재 전국서 코로나 664명 추가 발병…서울은 210명,0.7001248187800251,421
5003,서울 신규확진 359명 동부구치소만 126명 감염…누적 2만명 육박,신규확진 824명 신년연휴 영향 다시 1000명 아래,0.7004399599658478,421
4189,경남 28명 추가 확진…골프·교회·사업장 연쇄감염 확산,속보 오후 6시 현재 서울서 코로나 확진 210명 발생,0.7006769204867751,420
4214,속보 서울 동부구치소 관련 누적 확진자 945명으로 늘어,영국발 변이 바이러스 감염 4명 추가 총 9명남아공발도 첫 확인,0.7001099711100804,420
5167,강원도 누적확진자수 1237명...속초 10명 강릉 2명 등 동해안지역 19명 추가 발생,추미애 뒤늦게 SNS로 사과…동부구치소 확진자 945명,0.7004653991075724,420
527,이낙연 두 대통령 사면 건의…말 아낀 김종인 날 세운 안철수,“이명박·박근혜 사면론 사실상 대권행보… 지지층 설득 관건”,0.700181929383074,420
3546,고양서 미소아침요양병원 관련 7명 추가 확진…누적 109명,확진 1000명 목전 두고...秋 ‘구치소 집단감염’ 첫 사과종합,0.7003760702914527,420
5075,원주서 코로나19 확진자 9명 발생…종교시설 관련 5명,대구서 교회·병원·n차 감염 줄이어…43명 확진,0.7000603422144193,420
3418,새해 첫날 서울 확진자 최소 210명…동부구치소발 14명 추가,비수도권 어제 312명 확진...경북 종교시설 관련 연쇄 감염,0.7003614357720556,420
4973,새해 첫날에도 두 자릿수…대구 43명 경북 24명 추가 확진,인천 교회서 병원으로 ‘n차 감염’ 확산…곧 누적 3000명 예상,0.7008260799987321,419
6170,동부구치소 관련 누적 945명 확진…직장·종교시설 감염 계속,코로나19 신규 확진 3일 오후 6시까지 654명…다시 1000명 안팎,0.7005534321479056,419
3572,경북 경주서 확진자 3명 추가…누적 215명,신축년 첫날 광주·전남 코로나19 신규 확진 17명종합,0.7012564106764626,418
1111,김종인 “이낙연 MB·朴 사면 건의…처음 듣는 얘기”,이낙연 대표 새해 첫 현충원 참배,0.701084686612293,417
5158,부산 1일 오전 코로나19 확진 19명… 전국은 1029명,서울 신규 확진 359명…요양병원 등 집단감염 계속,0.7002287891929386,417
5050,부산 파랑새노인건강센터 5명 등 밤새 19명 확진,광주교도소 신입수용자 1명 코로나19 확진돼 출소...불구속 수사,0.700669519046558,417
3588,경남 하루새 35명 확진…보험·골프·교회 감염고리 확산종합,서울중앙지검 확진자 접촉한 직원 10명 모두 음성,0.7004118160400179,417
4726,울산 새해 첫날 인터콥발 6명 포함 8명 확진…누적 724명,코로나19 제주 5명 추가 발생…네오플 직원  전원 음성,0.7019137404873971,417
2642,코로나19 신규 확진 3일 오후 6시까지 654명…다시 1000명 안팎,확진자 941명 동부구치소발 감염자 더 나오나…내일 5차 전수검사,0.7000543768886748,417
5290,코로나 1029명 확진…하룻만에 다시 1000명대 사망 917명,충북 새해 첫날 코로나19 확산 여전…32명 추가 확진종합,0.7004133759344335,416
